"classId","name","cell","x","y","z","destCell","destX","destY","destZ"
"42852","Portal to Town Network","95D6001C","73.9336","74.9926","100.198","00070145","70","-80","0.005"
"1590","Lugian Outpost","961A0000","17.9367","131.442","278.005","01C70121","39.73","-49.79","0"
"1019","Hebian-to Portal","96230000","19.1","181.6","96","E64E002F","138.304","161.905","20.04"
"5202","Musansayn's Vaults Portal","967E0100","147.821","38.9203","29.205","01550198","20","-10","12"
"431","Mount Alphus","96990000","99","73.2","224","95980029","140.2","15.9","224"
"370","Top of Zabool Tower","96990000","101.9","166.1","224","01D301BA","3.68","-9","120"
"5667","Mage Academy Portal","96DC0000","106.294","160.204","302.386","01390396","40","-60","6"
"38646","Rogue Delvings","96DC0020","75","176","302.354","00E001A0","160","-220","0.005"
"30555","Portal to Silyun","97210036","152","128","101.937","26EC003D","175.927","110.334","80.005"
"19358","Atrium Residential Halls Portal","97220000","75.5761","160.722","102.005","56610140","40","-70","0"
"43066","Portal to Town Network","9722001D","74.2978","99.2338","102.198","00070133","60","-70","0.005"
"19716","Mammet Foundry Portal","9722015E","79.7123","123.169","96.805","5458025F","10","-110","6.005"
"6102","Qalaba'r Meeting Hall Portal","97220162","36.0903","131.992","104.005","012B0126","30","-60","6"
"1592","Lugian Post","97260000","38.723","74.0666","140.856","01C80111","20","-60","0"
"8367","Mosswart Maze Portal","975F0000","127.542","171.646","8.63348","02CA0247","130","-220","0"
"22231","Victory Residential Halls Portal","977B0000","55.9217","81.0982","0.005","56500140","40","-70","0"
"43066","Portal to Town Network","977B002F","140.431","149.259","0.198001","00070133","60","-70","0.005"
"19717","Mannikin Foundry Portal","977B015E","126.543","159.739","-5.195","545A013C","10","-50","6.005"
"12467","Adventurer's Haven Cottages Portal","977E0000","42.9019","67.847","30.005","AC810024","101.186","91.024","27.987"
"12540","Samsur Butte Cottages Portal","977E0000","44.4483","59.612","30.005","92770033","157.02","64.692","60.614"
"12570","Yushad Ridge Cottages Portal","977E0000","34.2368","67.9712","30.005","9C70003C","171.47","75.786","24.61"
"12507","Janaa Ridge Settlement Portal","977E0000","26.73","60.835","30.005","9B760016","50.834","125.584","28.005"
"13113","Naqut Dreams Villas Portal","977E0000","41.0532","51.7762","30.005","8D73002E","127.194","136.279","11.204"
"14293","Yinar Portal","977E0000","20.6096","53.1273","30.005","A9730005","16.262","113.936","30.65"
"14285","Stone Scar Settlement Portal","977E0000","39.8964","43.868","29.4452","9385002E","138.604","128.251","33.317"
"14262","Greenswath Portal","977E0000","15.7957","44.8482","30.005","9E88000E","28.066","129.406","21.772"
"14275","Nal Wadi Cottages Portal","977E0000","35.1588","36.1261","28.5555","99850012","65.961","36.192","39.502"
"13124","Sand's Edge Portal","977E0000","28.8783","29.9186","29.1886","A586003D","176.111","117.508","22.681"
"14255","Cactus Acres Portal","977E0000","10.1074","40.1138","30.005","9E74001A","76.837","37.509","26.476"
"15195","Tharesun Portal","977E0000","18.7695","20.5816","30.005","86F1000D","40.048","119.049","73.093"
"15153","Dovetail Valley Villas Portal","977E0000","12.6995","14.7048","30.005","8C9D0026","102.795","132.329","88.982"
"15186","Return of Mumiyah Cottages Portal","977E0000","4.8846","10.7907","30.005","8477002C","132.013","75.117","13.004"
"15173","Maythen Geroyu Villas Portal","977E0000","4.19522","35.8363","30.005","A0920015","54.748","97.965","45.279"
"15182","Palm-of-Stone Villas Portal","977E0000","39.4327","76.8093","30.005","A08D001A","78.693","39.474","55.447"
"19139","Charnhold Portal","977E0000","52.8185","75.5318","29.7107","84B0001D","95.724","113.372","90.005"
"19141","Darasa Villas Portal","977E0000","57.6419","66.5748","30.005","74AB0025","100.952","107.761","80.005"
"14670","Stone Face Oasis Villas Portal","977E0000","58.3494","56.1392","29.8208","9A810024","116.795","83.956","44.005"
"368","Zabool Tower Base","979A0000","142.611","111.287","41.4079","01D3010F","20.5","-10.3","0"
"6114","Mountain Fortress Portal","98180000","52.1159","86.9603","340.76","011C030A","90","-200","0"
"1033","Zaikhal Portal","981E0000","30.913","167.203","230","80900013","64.863","55.687","124.005"
"4162","Dungeon Binar Portal","98770000","112.542","125.408","31.491","018301AF","60","-50","0"
"6104","Samsur Meeting Hall Portal","987B0101","14.1003","177.717","2.005","012D0126","30","-60","6"
"1123","Dungeon Manor Portal","987D0000","29.4224","4.10697","36","01E801BA","-0.6","-38.5","0"
"6389","Amperehelion Vault Portal","98AB0000","79.2693","34.2674","84.0097","01190371","60","-110","42"
"4947","Dry Well Portal","99790102","107.817","46.8128","20.805","015A01AE","10","-90","0"
"2088","A Ruin","997B0000","12.3986","68.9923","20.005","01B9011F","0","-10","0"
"5604","Underground Forest Portal","99A60000","70.1864","154.234","52.005","013C0201","10","-40","6"
"14579","Entrance to Portal Space","99E60000","172.46","172.542","77.555","526C040D","110","-110","2.025"
"5507","Nevius Passage Portal","9A460000","92.462","86.5076","10.005","014C0158","170","-170","0"
"7319","Ridge Citadel Portal","9D270000","138.092","135.141","246.778","02F10152","140","-130","0"
"6097","Khayyaban Meeting Hall Portal","9D430101","174.939","31.0482","42.005","01260126","30","-60","6"
"7616","Krau Li's Labyrinth Portal","9D530000","28.8964","95.3367","120.005","02E5024A","110","-240","0"
"12152","Southern Infiltrator Keep","9E3E0000","110.738","17.532","88.844","03A2025E","310","-10","12"
"22231","Victory Residential Halls Portal","9E430000","15.7033","76.6079","50.005","56500140","40","-70","0"
"43066","Portal to Town Network","9E430018","62.3319","191.224","46.198","00070133","60","-70","0.005"
"19718","Effigy Foundry Portal","9E430131","62.0646","190.531","40.805","545901B0","10","-80","6.005"
"19369","Oriel Residential Halls Portal","9E440000","158.861","34.8004","34.7666","565E0140","40","-70","0"
"24436","Matron Hive North","9E440000","103.121","15.0475","33.7844","6347036E","140.042","-182.837","0.005"
"5509","Winthura's Garden Portal","9E490000","55.6501","110.607","84.6441","014B0213","80","-120","0"
"2362","Thasali","9E5A0100","36","139.275","36.805","01C40119","30","-110","0"
"24049","Virindi Complex","9EDB0000","137.508","127.957","114.005","5B450314","30","-20","3.62991"
"80399","Northwatch Castle Portal","9EE5016D","192.219","-20.0039","10.737","9EE50293","104.166","30.0497","58.805"
"25795","Mount Ingot","9F2A0000","71.993","143.993","399.994","64480185","50","-32.766","-1.256"
"48719","Crystal Core","9F2C002A","140.288","31.6523","158.99","58610166","70","-220","0.005"
"12488","Dunes End Cottages Portal","9F410000","181.523","117.524","109.731","98440011","67.112","5.373","20.453"
"12559","Taklihuan Settlement Portal","9F410000","188.254","124.181","110.005","B04F0021","114.501","18.768","5.525"
"12556","Spire Hills Settlement Portal","9F410000","173.355","118.609","109.821","B13B0029","123.338","20.171","32.643"
"12551","South Khayyaban Cottages Portal","9F410000","164.136","125.542","109.683","A23D0006","6.485","122.331","68.005"
"12544","Serpent Hills Settlement Portal","9F410000","189.277","134.005","110.005","8E400003","6.994","60.866","13.516"
"13093","Bhah Dhah Villas Portal","9F410000","162.985","132.61","109.587","A04B0040","188.266","183.167","112.005"
"14270","Kanasa Portal","9F410000","188.94","140.719","110.005","AC3F002D","134","101.12","46.745"
"14278","Plainsview Cottages Portal","9F410000","162.389","140.323","109.376","A738002B","133.215","65.226","45.106"
"13094","Brigand Sands Cottages Portal","9F410000","186.606","148.267","110.005","9E330023","97.166","51.218","46.102"
"14664","Sands-of-the-Skull Cottages Portal","9F410000","163.985","147.932","109.336","9C4D001D","88.908","106.323","10.274"
"14619","Desert Vanguard Cottages Portal","9F410000","165.014","155.525","109.507","8E48000D","31.37","108.365","14.005"
"14629","Erevana Villas Portal","9F410000","184.961","155.8","110.005","AB380023","111.889","71.916","58.653"
"15185","Rethux Vale Portal","9F410000","184.956","162.882","110.005","68A50024","119.333","81.671","38.005"
"15139","Al-Mar Oasis Portal","9F410000","187.35","171.874","110.005","94440025","113.623","110.613","14.536"
"15144","Avatania Cottages Portal","9F410000","164.41","163.901","109.407","9938000B","40.481","65.073","40.005"
"15192","Sonpay Portal","9F410000","163.898","172.521","109.321","AB48001D","75.41","105.072","26.005"
"15663","Ardent Realm Portal","9F410000","164.148","115.727","109.328","A84D002D","129.343","110.776","28.005"
"15682","Shield of Ispar Villas Portal","9F410000","154.378","123.621","108.87","AC4D0024","102.448","88.621","9.772"
"19155","Rending Talon Cottages Portal","9F410000","173.906","109.696","109.146","5AB0001D","90.952","107.592","56.426"
"19161","Stone Scythe Stronghold Portal","9F410000","185.311","109.567","109.136","56AC0021","99.996","15.849","84.684"
"1104","North Direlands Portal","9F990000","161.945","113.932","94.9361","3C9D0010","25.1","191.5","77.9"
"1311","North Glenden Prison","9FA70000","65.5266","43.1032","68","01E401FE","42","-14","6.005"
"4164","Desert Mine","A0790102","131.914","147.603","18.805","0182017B","40","-30","0"
"1307","Glenden Wood Dungeon","A0A40000","75.6","166","68","01E3033D","161","-150","0"
"3632","Old Mine","A11C0000","32.4357","89.6524","326.708","019001F3","18","-12.5","0"
"5505","Enkindled Souls","A1410000","15.6445","129.095","110.005","014101A6","70","-170","0"
"4204","Grievous Vault","A15F0000","99.5053","37.2127","34.2338","01890321","139.792","-66.582","6.005"
"44351","Surface","A1A30102","148.49","129.385","36.8167","A1A30020","89.3852","189.575","66.005"
"19358","Atrium Residential Halls Portal","A1A40000","42.8926","104.163","50.005","56610140","40","-70","0"
"43065","Portal to Town Network","A1A40035","146.419","118.794","50.198","00070143","70","-60","0.005"
"19718","Effigy Foundry Portal","A1A40161","140.358","161.768","44.805","545901B0","10","-80","6.005"
"6094","Glenden Wood Meeting Hall Portal","A1A40167","135.881","174.368","52.005","01230126","30","-60","6"
"9410","Outside Linvak Tukal","A21E0000","75.7615","129.583","560.162","A220002F","139","146.3","321.6"
"42852","Portal to Town Network","A21E0024","111.676","84.0653","590.198","00070145","70","-80","0.005"
"9411","Linvak Tukal Entryway","A21F0000","78.4849","111.075","388.236","029C010C","10","-300","0"
"8401","Portal to Linvak Tukal","A2200000","136.977","153.826","320.367","A21E001A","83","38","560.4"
"6109","Uziz Meeting Hall Portal","A25F0166","128.871","180.238","22.005","01320126","30","-60","6"
"21464","Haven Residential Halls Portal","A2600000","164.394","53.9387","20.005","56560140","40","-70","0"
"24434","Matron Hive West","A2600000","132.899","47.5138","20.005","6145036E","140.042","-182.837","0.005"
"43066","Portal to Town Network","A2600029","129.741","1.40805","20.198","00070133","60","-70","0.005"
"19718","Effigy Foundry Portal","A2600121","162.369","21.992","14.805","545901B0","10","-80","6.005"
"22698","Tusker Temple","A2CA0000","186.042","34.5873","110.391","5D4302F9","160","-130","0.005"
"6397","Serac Vault Portal","A3200000","127.289","111.073","480.005","01170140","-1.6","-100","-18"
"4158","Daiklos Dungeon","A3A90000","186.209","114.735","69.937","0185020F","80","-90","0"
"9508","Gredaline Consulate","A4320000","10.281","84.7743","154.134","029B0318","280","-300","6"
"12534","North Uziz Settlement Portal","A4600000","101.184","80.6316","28.2793","A4640031","158.364","14.302","18.005"
"12526","Narziz Cottages Portal","A4600000","110.746","80.7933","29.73","A8670021","98.353","7.199","40.605"
"12481","Broken Sword Bethel Settlement Portal","A4600000","125.615","79.3686","32.3268","AD6A003B","186.255","69.088","27.762"
"12473","Arida Butte Portal","A4600000","132.206","68.0229","33.0278","AD62003E","183.102","127.419","53.488"
"12563","West Uziz Settlement Portal","A4600000","134.78","59.248","33.531","9B5F0031","162.807","11.849","22.488"
"13096","Charbone Ridge Portal","A4600000","134.062","43.2115","33.9421","A57F001A","85.01","43.5","56.921"
"14253","Arrak Portal","A4600000","91.1765","79.8182","26.9515","8573000C","45.115","93.048","14.005"
"14663","Sand Kings Cottages Portal","A4600000","134.978","51.9315","34.1737","956E0003","16.805","56.898","15.488"
"14620","Djebel al-Nar Cottages Portal","A4600000","131.389","36.0168","32.9541","9A6B000B","47.553","63.591","60.005"
"14675","Vulture's Eye Villas Portal","A4600000","83.4563","77.9386","25.9144","A06E0022","114.578","27.556","26.005"
"14668","South Uzis Villas Portal","A4600000","76.0776","74.9517","24.6846","A4540005","20.809","97.477","56.128"
"15196","Thasali Cottages Portal","A4600000","126.611","29.9899","32.5559","995B0034","149.056","79.131","20.005"
"15154","Drytree Settlement Portal","A4600000","123.45","21.2263","32.2925","A274001C","79.673","81.305","38.005"
"15672","Demonsbane Cottages Portal","A4600000","65.62","67.5727","23.4733","A78A001D","94.16","113.895","32.005"
"19153","Morntide Ascent Cottages Portal","A4600000","122.773","10.3929","32.2361","6CA70025","104.858","96.148","85.494"
"19148","Hopevale Portal","A4600000","56.626","63.8671","22.7238","54A80024","103.455","80.092","74.005"
"12501","Glenden Hills East Settlement Portal","A4A20000","69.2844","59.6521","140.808","A6A7000E","40.031","125.674","127.915"
"12502","Glenden Hills North Settlement Portal","A4A20000","68.4484","68.0194","140.041","A0AB003A","176.684","44.084","68.331"
"12571","Zabool Overlook Settlement Portal","A4A20000","68.9415","51.0403","141.497","9B9B0037","165.828","162.06","76.005"
"12564","Whispering Pines Cottages Portal","A4A20000","60.5799","45.5047","140.985","90AA0011","63.713","10.281","43.718"
"12524","Mountain Ridge Abodes Portal","A4A20000","60.1783","74.3565","138.823","9BAA0025","108.37","112.979","122.59"
"12494","Eaves of Tiofor Settlement Portal","A4A20000","51.1651","44.6867","140.285","96A80021","118.4","14.539","32.272"
"13108","Highland Manors Portal","A4A20000","51.9685","75.1124","138.154","94CE0024","113.133","92.646","220.005"
"14290","West Norstead Portal","A4A20000","43.4666","50.8054","139.339","B1DD0026","104.238","140.465","2.3"
"13109","Iceea Hills Estates Portal","A4A20000","43.7164","68.5537","137.927","A49F003E","180.351","133.223","121.252"
"13131","Auroch Pasture Estates Portal","A4A20000","77.2394","64.3728","141.077","A09C0025","115.824","99.756","66.701"
"14657","Pine Hillock Settlement Portal","A4A20000","77.0411","54.9778","141.832","91B8002D","127.147","102.655","67.579"
"14632","Firedew Portal","A4A20000","76.1138","44.379","142.046","8CB9002D","124.27","99.927","85.514"
"14652","Mistdweller Villas Portal","A4A20000","67.9937","38.2164","141.19","91A5002E","135.67","123.794","20.699"
"14660","Redrock Cottages Portal","A4A20000","75.9176","76.0404","140.321","9B960032","161.235","32.777","35.837"
"14612","Bellig Mesa Cottages Portal","A4A20000","68.6571","81.9931","138.894","9791002F","124.754","147.444","56.401"
"15158","Genem Causland Portal","A4A20000","60.4822","85.6513","137.81","70AA0024","106.404","89.186","54.573"
"15160","Howling Wolf Villas Portal","A4A20000","47.4425","87.7912","135.327","95A30022","101.621","29.441","40.005"
"15191","Soltan Villas Portal","A4A20000","60.1226","34.7762","140.903","929E0024","119.626","89.961","110.005"
"19151","Lanadryll Cottages Portal","A4A20000","51.6668","32.7865","140.311","80AE0016","64.719","128.9","124.005"
"19138","Amarand Villas Portal","A4A20000","43.7504","30.6377","139.651","73AF001F","87.889","160.404","110.005"
"7198","Asuger Temple Portal","A5B70000","76.7235","148.413","99.2244","010B0101","0","0","0"
"22866","Access to Crystal Mines","A5B90000","106.181","178.585","129.157","75D70015","59.981","108.173","430.18"
"4937","Cave of Alabree","A7B30100","117.574","134.945","24.805","016201D1","60","-10","12"
"7614","Catacombs of the Forgotten Portal","A8950000","84.1355","15.1586","82.2569","02E602AF","70","-110","0"
"2082","Hunter's Leap","A8AC0000","36.0269","16.3946","84.005","01C60181","18.566","0.78","0"
"1347","A Rat Nest","A8B10000","2.245","140.642","56.5","01DD015F","30.1","-66.6","0"
"1125","Holtburg Dungeon","A8B50000","126.6","173.4","28","01F60289","96.7","-10","0"
"1364","Mountain Keep","A8C30000","105.357","154.166","147.304","01D202F7","47.9","-69.9","12"
"30750","Defiled Temple Middle Wing","A8E00103","61.8602","108.275","23.205","01EC0164","20","-110","0.005"
"30749","Defiled Temple Lower Wing","A8E00108","82.301","85.604","23.205","00080164","20","-110","0.005"
"30751","Defiled Temple Upper Wing","A8E0010D","106.189","105.741","23.205","00090164","20","-110","0.005"
"30752","Defiled Temple Asylum","A8E00112","83.878","129.746","23.205","000A0164","20","-110","0.005"
"23516","Exit","A9530000","115.599","100.575","109.835","A9540018","55.752","169.706","30.147"
"23515","Tower Base Dungeon","A9540000","84.8778","4.75906","52.5353","56470103","68.5845","-89.9727","0.005"
"2068","Drudge Hideout","A9B30000","5.44567","29.4682","94.005","019E0114","10","-40","0"
"43065","Portal to Town Network","A9B40003","14.3926","55.6124","78.198","00070143","70","-60","0.005"
"19717","Mannikin Foundry Portal","A9B40176","78.9654","156.997","60.805","545A013C","10","-50","6.005"
"6096","Holtburg Meeting Hall Portal","A9B4017A","159.225","39.0226","96.005","01250126","30","-60","6"
"4156","Dungeon Nye","AA870102","87.851","35.1098","21.205","01810161","101.35","-146","0"
"4935","Holtburg Redoubt","AAB10000","99.7059","180.63","124.005","016301AC","140","-40","0"
"14449","Underground Passage","AAB30101","36.7057","84.2083","116.005","01C20123","80","-70","-24"
"5637","Portal to Dryreach","AAB40105","45.7923","18.8299","71.66","DB75003B","186","65","36"
"6779","Amiantos Bethel Portal","AB6B0000","66.9624","16.6595","52.806","01130211","30","-20","6"
"2080","Adventurer's Haven","AB840000","160.948","180.796","63.533","01AC010C","10.28","-19.9","0"
"12495","Evensong Settlement Portal","ABB10000","60.2662","121.878","95.9644","B2B30014","69.105","91.371","116.487"
"12513","Lilyglen Cottages Portal","ABB10000","51.9049","124.297","97.3868","A3BB003C","182.033","77.688","32.005"
"12566","Woodsbane Cottages Portal","ABB10000","50.5386","131.535","98.3316","96B6001B","90.547","55.073","148.005"
"12523","Mountain Keep Cottages Portal","ABB10000","52.6125","139.54","98.5127","ABBE0023","119.89","58.596","99.122"
"12503","Holtburg Wilderness Settlement Portal","ABB10000","61.7226","140.597","96.2908","BAB2001B","84.766","69.389","85.787"
"12527","New Colier Portal","ABB10000","68.63","126.407","94.5297","A6CB001F","82.544","154.642","56.892"
"13138","West Holtburg Villas Portal","ABB10000","69.007","133.521","94.5039","B2B90005","15.786","114.29","118.845"
"15275","Nuhmudira's Dungeon","AC7A0152","67.9402","78.7834","-3.995","536D0289","149.243","-129.946","-5.995"
"23512","An Archive","AD300000","90.9025","17.4502","147.822","564601DC","29.8764","-251.507","0.005"
"1900","Heartland","AD580000","127.282","35.6354","55.6422","AD9B003E","186.1","126.3","62"
"2070","Dungeon Fern","ADB50000","165.098","114.724","105.32","01B30116","39.7","-0.2","0"
"1903","Desert Ridge Border","AE710000","36.9392","83.8978","20.9267","B178001C","74.9","75.4","22.3"
"1906","Riverbend","AE710000","76.372","41.902","20.005","CE7C0025","105.4","109.6","24"
"1905","North Desert Edge","AE710000","59.998","29.575","21.005","7B790025","115.1","111.2","7.7"
"2391","Abandoned Arena","AE710000","60","65","22.021","01A80156","40","-10","0"
"34508","The Colosseum","AE710014","69.4794","74.5075","20","00AF0118","40","-13.1651","0.005"
"2095","Witshire Dungeon Portal","AE9E0108","105.445","110.079","90.005","01C201BE","50.86","-10.7","0"
"1547","Colier Mine","AFC6015C","102.548","63.3117","116.005","01AE032C","76.59","-97.36","0"
"7608","Lugian Mines Portal","B0230000","31.4629","18.2046","279.522","02E9020C","150","-20","0"
"32518","Yanshi Lower Undermine","B070010C","69","115","-1.663","0046010E","10","-270","0.005"
"1329","Banderling Ruin","B0AC0000","183.3","116","35.5","01E00121","13.0085","-27.0157","6.005"
"34542","Realaidain Eastern Vault","B0C10101","60","15","193.937","005001E9","480","-330","0.006"
"2074","Dungeon of Tatters","B131011D","101.134","148.806","29.605","01BA0186","64.95","-50.27","0"
"1900","Heartland","B1320000","89","36","52.005","AD9B003E","186.1","126.3","62"
"1902","Hilltop","B1320102","128.862","8.212","43.66","AAA80034","152.4","82.3","171.3"
"1901","High Mountain Valley","B132010A","88.1006","18.8529","52.097","CA2D0038","160.3","180.6","167.5"
"25833","Dragon's Power","B3180000","30.409","100.917","338.776","644901A3","416.14","-70.4372","-5.995"
"6110","Yanshi Meeting Hall Portal","B46F0106","180","159","23.937","01330126","30","-60","6"
"43067","Portal to Town Network","B470002B","127.436","51.6582","42.198","00070156","80","-70","0.005"
"7488","Tenkarrdun Foundry Portal","B4EE0100","171.395","108.224","164.805","0116042F","71.28","-114","-5.995"
"3636","A Cave","B59D0100","68.072","132.13","50.805","018B0191","50","-10","0"
"7258","Olthoi Horde Nest","B5C50000","151.175","32.0486","278.479","02FB03B4","90","-650","0.005"
"7289","Aerlinthe Reservoir Portal","B5EA0102","131.879","67.007","34.8","02EE03D2","80","-110","6"
"22089","Mansion Dungeon Portal","B6870152","67.2903","126.942","56.005","5651038E","77.3194","-140.167","-5.995"
"1117","Dungeon of Shadows Portal","B69A0000","92.9","48.8","32.6","01ED0310","120","0","12"
"25684","Olthoi Chasm","B7800000","63.2432","59.1481","24.005","5D4A0342","70","-18.4296","0.005"
"11686","Swamp Gardens","B8630000","126.961","37.7771","6.005","028F013C","10","-20","0"
"28261","Mossy Cave","B86D0000","175.751","142.413","-0.895","0177014F","30","-40","0"
"1398","Yanshi Tunnel Portal","B8700000","68.3484","53.6156","16.005","01D00117","28.5","1.2","0"
"12512","Liang Chi Settlement Portal","B8720000","115.705","84.5617","18.005","B374002A","127.499","30.087","25.615"
"12480","Broadacre Cottages Portal","B8720000","103.418","86.6682","18.005","CE700033","158.468","52.971","41.591"
"12505","Imuth Maer Cottages Portal","B8720000","92.0882","91.6515","18.331","CB6B0015","59.618","106.768","64.274"
"12558","Swamp Temple Place Portal","B8720000","87.6411","103.209","19.3024","B661003D","183.624","116.438","22.005"
"12568","Yanshi Namoon North Portal","B8720000","87.5928","114.13","19.4062","B667003E","176.404","122.563","18.005"
"12496","Faranar Foothills Portal","B8720000","91.144","125.044","19.2347","B26C002C","139.718","94.246","24.508"
"14291","West Yanshi Namoon Portal","B8720000","100.478","128.996","18.7546","B2640029","128.092","15.668","22.699"
"14284","Snakehead Portal","B8720000","109.963","130.536","18.8414","C46C003D","171.227","105.925","49.178"
"14257","Crescent Lane Cottages Portal","B8720000","125.265","88.2272","18.005","D26D001A","76.45","45.134","44.005"
"13117","Northwater Cottages Portal","B8720000","133.723","90.9808","18.005","78F40007","20.872","157.788","2.256"
"14286","Taralla Portal","B8720000","79.4456","108.454","20.4223","ACA6002D","140.041","100.202","151.655"
"14645","Li-Po Cottages Portal","B8720000","82.4708","92.5729","19.1324","B957002E","120.196","123.062","38.005"
"15163","Jenshi Cottages Portal","B8720000","79.8287","123.262","20.9721","B779000D","45.513","97.37","24.005"
"15668","Blazing Wand Villas Portal","B8720000","90.4803","81.2226","18.465","7AA2002B","134.063","67.346","69.9"
"19145","Firesong Cottages Portal","B8720000","100.784","75.379","18.005","5EAF0024","106.92","74.986","74.005"
"28063","Coral Tunnels","B8E80103","184.636","132.213","-1.795","02EC02BD","50","-27.765","6.005"
"28478","Vile-Smelling Refuse","B95F0106","34.4753","84.4589","4.59706","0279037B","110","0","0.005"
"28483","Vile-Smelling Refuse","B95F010A","33.9346","108.523","4.59706","027B030C","130","-130","0.005"
"28482","Vile-Smelling Refuse","B95F010E","86.2473","84.5953","4.59706","0280041C","60","-90","0.005"
"28479","Vile-Smelling Refuse","B95F0112","86.0521","108.374","4.59706","027A0325","90","-10","0.005"
"28481","Vile-Smelling Refuse","B95F0116","61.6258","97.2981","30.6971","02780369","150","-100","0.005"
"28096","Hidden Entrance","B9610000","48.5137","22.3314","5.905","017D016D","50","-210","0.005"
"24862","Tunnels to the Harbinger","B96F0000","97.96","54.8623","10.005","64470240","49.914","-66.38","0.005"
"24860","Tunnels to the Harbinger","B96F0000","148.017","127.047","10.005","64460240","49.914","-66.38","0.005"
"6110","Yanshi Meeting Hall Portal","B972011B","157.735","155.825","42.005","01330126","30","-60","6"
"12485","Cragstone Farms Portal","B9A00000","59.694","27.2464","54.005","B598003D","172.139","118.162","43.315"
"12553","South Victory Harbor Portal","B9A00000","51.2218","27.7619","54.005","BC950012","69.326","45.157","26.005"
"12498","Forgotten Hills Portal","B9A00000","50.2756","36.6571","54.005","AE910029","138.468","12.838","38.482"
"14263","Haliana Portal","B9A00000","51.2603","44.1078","54.005","CBDA002F","128.48","154.773","4.712"
"14266","Ispan Hill Portal","B9A00000","66.9201","28.6189","54.005","A2C1001A","78.199","28.386","105.64"
"14651","Meerthus Square Portal","B9A00000","54.5704","52.1629","54.005","B0980012","69.278","34.768","60.005"
"14666","Solstice Hill Portal","B9A00000","61.7365","56.9575","54.005","A998001D","77.484","110.436","73.208"
"14649","Lost Realm Cottages Portal","B9A00000","75.5032","33.7908","54.005","A097001D","74.969","100.042","40.094"
"15199","Tinkelo Hold Villas Portal","B9A00000","81.2602","41.309","54.005","AC950021","110.167","21.021","81.05"
"15670","Colier View Hill Portal","B9A00000","68.3361","61.5394","54.005","B2C90025","111.631","113.52","145.688"
"15673","Far Horizon Cottages Portal","B9A00000","54.7267","19.4542","54.005","7CF3001D","85.899","98.11","82.005"
"1907","Sho Roadside","BA170000","67.2193","6.71643","133.445","D45C003D","176.1","102.1","14"
"43067","Portal to Town Network","BA170013","49.3243","62.2273","132.198","00070156","80","-70","0.005"
"19715","Colossus Foundry Portal","BA170142","66.2036","52.9584","126.805","545701C5","160","-90","0"
"28265","Watery Grotto","BA610100","75.8117","131.897","-0.44","017B0154","70","-80","0.005"
"4931","Deserted Ruin Portal","BA6B0102","83.909","68.81","0.805","0166015A","10","-30","18"
"1343","A Ruin","BA6F0000","114","45.77","9.6","01DA010F","11.4","-21.6","0"
"1106","River Bridge Portal","BAA10000","112.841","80.4761","1.037","BBA30019","72.1","23","7.6"
"7211","Northwest Direlands Portal","BAE80000","84","110","26.005","12860003","10","68","50"
"28061","Coral Tunnels","BAE80106","7.61252","108.175","-1.795","02EC031F","260","-27.765","6.005"
"12569","Yukikaze  Portal","BB170000","100.557","172.413","131.488","BA250026","98.493","138.007","221.506"
"12531","North Adjamaer Cottages Portal","BB170000","109.006","172.432","132.197","C220001C","78.405","88.586","44.853"
"12506","Ishilai Inlet Settlement Portal","BB170000","123.575","164.121","133.197","BF19003D","171.467","115.901","99.322"
"12530","Norstead Portal","BB170000","124.329","156.057","133.448","C0DD0030","127.758","182.846","4.293"
"12548","South Adjamaer Cottages Portal","BB170000","117.012","171.43","132.577","C51A001E","84.764","138.707","57.51"
"13110","Ishilai Inlet Villas Portal","BB170000","93.7472","163.915","129.84","BF150035","164.993","107.482","136.005"
"14637","Ikama Cottages Portal","BB170000","122.146","149.782","132.72","AB340025","96.686","108.775","58.062"
"14641","Lake Thrasyl Cottages Portal","BB170000","92.1377","154.328","129.188","B425001C","78.931","82.555","131.799"
"15146","Brazenn Domain Portal","BB170000","116.441","140.637","132.533","4ADB0024","107.254","91.559","76.375"
"15152","Direvale Villas Portal","BB170000","111.64","134.977","133.619","63A8002D","120.954","119.335","55.95"
"15680","Peril's Edge Cottages Portal","BB170000","90.841","147.007","128.506","419C001D","74.381","117.164","96.005"
"15675","Harmonious Blade Cottages Portal","BB170000","87.442","138.38","128.942","63A2001D","83.922","110.079","54.005"
"2383","Swamp Temple","BB62011F","53.8094","48.6628","-14.795","01A2045D","70","-70","0"
"1127","ReedShark Lair Portal","BB700000","150.3","13.6","6","01FC0114","18.9","-58.9","0"
"4963","Ruined Cave Outpost Portal","BB820100","156.007","77.0116","22.805","0152024B","58.7","-88.7","0"
"1105","River Bridge Portal","BBA30000","73.611","14.8076","4.42366","BAA1002B","122","69","3.7"
"24911","Olthoi Brood Hive","BBBF0000","106.045","87.6608","233.468","57730439","130","-110","0.005"
"21413","Frost Ziggurat","BBC60000","30.3116","150.955","60.005","5A460104","20","-20","0.005"
"21411","Fire Ziggurat","BBC60000","22.4172","151.114","60.005","59460104","20","-20","0.005"
"21399","Acid Ziggurat","BBC60000","14.5426","151.668","60.005","58460104","20","-20","0.005"
"21425","Lightning Ziggurat","BBC60000","6.34379","152.244","60.005","57460104","20","-20","0.005"
